"Task/Step","Task type","Start date","End date","Status","Summary","Logs"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 4:38:29 am","3/26/2019 4:38:30 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 4:38:29 am","3/26/2019 4:38:30 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 4:38:22 am","3/26/2019 4:38:29 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 4:38:28 am","3/26/2019 4:38:29 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 4:08:31 am","3/26/2019 4:08:32 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 4:08:31 am","3/26/2019 4:08:32 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 4:08:24 am","3/26/2019 4:08:31 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 4:08:30 am","3/26/2019 4:08:31 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 3:38:29 am","3/26/2019 3:38:30 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 3:38:29 am","3/26/2019 3:38:30 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 3:38:21 am","3/26/2019 3:38:28 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 3:38:27 am","3/26/2019 3:38:28 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 3:08:26 am","3/26/2019 3:08:27 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 3:08:26 am","3/26/2019 3:08:27 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 3:08:19 am","3/26/2019 3:08:25 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 3:08:24 am","3/26/2019 3:08:25 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 2:38:28 am","3/26/2019 2:38:29 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 2:38:28 am","3/26/2019 2:38:29 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 2:38:21 am","3/26/2019 2:38:28 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 2:38:27 am","3/26/2019 2:38:28 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 2:08:25 am","3/26/2019 2:08:26 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 2:08:25 am","3/26/2019 2:08:26 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 2:08:18 am","3/26/2019 2:08:25 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 2:08:24 am","3/26/2019 2:08:25 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 1:38:22 am","3/26/2019 1:38:24 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 1:38:23 am","3/26/2019 1:38:24 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 1:38:15 am","3/26/2019 1:38:22 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 1:38:21 am","3/26/2019 1:38:22 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 1:08:25 am","3/26/2019 1:08:26 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 1:08:25 am","3/26/2019 1:08:26 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 1:08:18 am","3/26/2019 1:08:25 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 1:08:23 am","3/26/2019 1:08:24 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 12:38:43 am","3/26/2019 12:39:48 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 12:38:51 am","3/26/2019 12:39:45 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 12:38:06 am","3/26/2019 12:38:38 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 12:38:21 am","3/26/2019 12:38:33 am","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/26/2019 12:08:04 am","3/26/2019 12:08:05 am","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/26/2019 12:08:04 am","3/26/2019 12:08:05 am","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/26/2019 12:07:57 am","3/26/2019 12:08:04 am","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/26/2019 12:08:03 am","3/26/2019 12:08:04 am","Completed","Import completed","Yes"
"SCCM1","Inventory import","3/26/2019 12:00:14 am","3/26/2019 1:05:40 am","Completed","Devices read from source to staging: 70000. Inventory data will be updated by the next reconciliation with inventory updates (Import inventory devices task)","No"
"Gathering inventory data","Inventory import","3/26/2019 12:00:15 am","3/26/2019 12:24:29 am","Completed","Inventory data saved as I[S=SCCM1]_20190326002227.zip
File size: 552.64 MB","Yes"
"Uploading to Application Server","Inventory import","3/26/2019 12:24:29 am","3/26/2019 12:25:18 am","Completed","Uploaded: I[S=SCCM1]_20190326002227.zip successfully
File size: 552.64 MB","No"
"Import into staging","Inventory import","3/26/2019 12:26:31 am","3/26/2019 1:05:39 am","Completed","Devices read from source to staging: 70000. Inventory data will be updated by the next reconciliation with inventory updates (Import inventory devices task)","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 11:38:06 pm","3/25/2019 11:38:07 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 11:38:07 pm","3/25/2019 11:38:07 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 11:37:59 pm","3/25/2019 11:38:06 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 11:38:05 pm","3/25/2019 11:38:06 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 11:08:04 pm","3/25/2019 11:08:05 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 11:08:04 pm","3/25/2019 11:08:05 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 11:07:56 pm","3/25/2019 11:08:03 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 11:08:02 pm","3/25/2019 11:08:03 pm","Completed","Import completed","Yes"
"VMWare Introspection","Discovery and inventory rule","3/25/2019 11:04:14 pm","3/25/2019 11:04:26 pm","In progress","Beacon(s) with schedule pending: 1
Total beacon(s) reported: 1
  Beacon(s) in progress: 0
  Beacon(s) completed: 1
  Beacon(s) completed with error: 0
  Beacon(s) timed out: 0","No"
"vwn04584 - Parent Beacon","Discovery and inventory rule","","","Scheduled","","No"
"uwn2008 - Child Beacon","Discovery and inventory rule","3/25/2019 11:04:14 pm","3/25/2019 11:04:26 pm","Completed","","No"
"Performing discovery","Discovery and inventory rule","3/25/2019 11:04:24 pm","3/25/2019 11:04:24 pm","Completed","Total discovered devices: 0
Oracle database servers discovered: -
Oracle virtual servers discovered: -
VMware virtual servers discovered: 0
Microsoft Hyper-V servers discovered: -
Microsoft SQL servers discovered: -
XenDesktop devices discovered: -","Yes"
"Gathering VMware inventory","Discovery and inventory rule","3/25/2019 11:04:14 pm","3/25/2019 11:04:26 pm","Completed","Devices discovered: 72
Devices skipped: 72
Devices inventoried: 0
Devices failed to be inventoried: 0","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 10:38:06 pm","3/25/2019 10:38:07 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 10:38:06 pm","3/25/2019 10:38:07 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 10:37:59 pm","3/25/2019 10:38:06 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 10:38:04 pm","3/25/2019 10:38:05 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 10:08:03 pm","3/25/2019 10:08:04 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 10:08:03 pm","3/25/2019 10:08:04 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 10:07:56 pm","3/25/2019 10:08:03 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 10:08:02 pm","3/25/2019 10:08:03 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 9:38:00 pm","3/25/2019 9:38:01 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 9:38:00 pm","3/25/2019 9:38:01 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 9:37:53 pm","3/25/2019 9:38:00 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 9:37:59 pm","3/25/2019 9:38:00 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 9:08:02 pm","3/25/2019 9:08:04 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 9:08:03 pm","3/25/2019 9:08:04 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 9:07:55 pm","3/25/2019 9:08:02 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 9:08:01 pm","3/25/2019 9:08:02 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 8:37:59 pm","3/25/2019 8:38:01 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 8:38:00 pm","3/25/2019 8:38:00 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 8:37:52 pm","3/25/2019 8:37:59 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 8:37:58 pm","3/25/2019 8:37:59 pm","Completed","Import completed","Yes"
"FNMPDataWarehouse","Data warehouse export","3/25/2019 8:18:16 pm","3/25/2019 8:18:23 pm","Completed","Partial export completed with no changes","No"
"Exporting","Data warehouse export","3/25/2019 8:18:22 pm","3/25/2019 8:18:23 pm","Completed","Partial export completed with no changes","Yes"
"FNMPDataWarehouse","Data warehouse export","3/25/2019 8:17:10 pm","3/25/2019 8:18:05 pm","Completed","Export completed successfully","No"
"Exporting","Data warehouse export","3/25/2019 8:17:16 pm","3/25/2019 8:18:05 pm","Completed","Export completed successfully","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 8:08:01 pm","3/25/2019 8:08:02 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 8:08:01 pm","3/25/2019 8:08:02 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 8:07:54 pm","3/25/2019 8:08:01 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 8:08:00 pm","3/25/2019 8:08:01 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 7:37:59 pm","3/25/2019 7:38:00 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 7:37:59 pm","3/25/2019 7:38:00 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 7:37:51 pm","3/25/2019 7:37:59 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 7:37:57 pm","3/25/2019 7:37:59 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 7:07:56 pm","3/25/2019 7:07:57 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 7:07:56 pm","3/25/2019 7:07:57 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 7:07:49 pm","3/25/2019 7:07:56 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 7:07:55 pm","3/25/2019 7:07:56 pm","Completed","Import completed","Yes"
"Combined_SCCM_SN_Tanium_Test_Import","Business import","3/25/2019 7:01:13 pm","3/25/2019 7:01:19 pm","Completed","Location - Matched = 2624, Created = 0, Updated = 0, Rejected = 1","No"
"Gathering business data","Business import","3/25/2019 7:01:06 pm","3/25/2019 7:01:07 pm","Completed","Business data saved as E:\ProgramData\Flexera Software\Beacon\IntermediateData\B[S=Combined_SCCM_SN_Tanium_Test_Import]_20190325190107.zip
File size: 120.50 KB","Yes"
"Uploading to Application Server","Business import","3/25/2019 7:01:08 pm","3/25/2019 7:01:09 pm","Completed","Uploaded B[S=Combined_SCCM_SN_Tanium_Test_Import]_20190325190107.zip successfully","No"
"Importing into application server","Business import","3/25/2019 7:01:13 pm","3/25/2019 7:01:19 pm","Completed","Location - Matched = 2624, Created = 0, Updated = 0, Rejected = 1","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 6:37:58 pm","3/25/2019 6:37:59 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 6:37:58 pm","3/25/2019 6:37:59 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 6:37:51 pm","3/25/2019 6:37:58 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 6:37:57 pm","3/25/2019 6:37:58 pm","Completed","Import completed","Yes"
"Combined_SCCM_SN_Tanium_Test_Import","Business import","3/25/2019 6:31:22 pm","3/25/2019 6:31:29 pm","Completed","Location - Matched = 2844, Created = 0, Updated = 0, Rejected = 1","No"
"Gathering business data","Business import","3/25/2019 6:31:15 pm","3/25/2019 6:31:16 pm","Completed","Business data saved as E:\ProgramData\Flexera Software\Beacon\IntermediateData\B[S=Combined_SCCM_SN_Tanium_Test_Import]_20190325183116.zip
File size: 120.51 KB","Yes"
"Uploading to Application Server","Business import","3/25/2019 6:31:16 pm","3/25/2019 6:31:18 pm","Completed","Uploaded B[S=Combined_SCCM_SN_Tanium_Test_Import]_20190325183116.zip successfully","No"
"Importing into application server","Business import","3/25/2019 6:31:22 pm","3/25/2019 6:31:29 pm","Completed","Location - Matched = 2844, Created = 0, Updated = 0, Rejected = 1","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 6:07:56 pm","3/25/2019 6:07:57 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 6:07:56 pm","3/25/2019 6:07:57 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 6:07:49 pm","3/25/2019 6:07:56 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 6:07:55 pm","3/25/2019 6:07:56 pm","Completed","Import completed","Yes"
"Reconciliation for IBM PVU","Reconciliation","3/25/2019 5:37:53 pm","3/25/2019 5:37:55 pm","Completed","License reconcile completed","No"
"Reconcile licenses","Reconciliation","3/25/2019 5:37:54 pm","3/25/2019 5:37:55 pm","Completed","License reconcile completed","Yes"
"FlexNet Manager Suite","PVU Import","3/25/2019 5:37:46 pm","3/25/2019 5:37:53 pm","Completed","Import completed","No"
"Import hardware to staging","PVU Import","3/25/2019 5:37:52 pm","3/25/2019 5:37:53 pm","Completed","Import completed","Yes"
